District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Major field of study,In number
Doti,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Others,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Not stated,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Humanities and arts,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Business & administration,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Education,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Science,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Health,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,"Engineering, manuf. and construction",0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Law,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Social & behavioural science,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Mathematics and statistics,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,"Agriculture, forestry & fishery",0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Computing,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Journalism and information,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Others,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,65-69 Yrs,Female,Not stated,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Humanities and arts,32
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Business & administration,62
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Education,66
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Science,28
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Health,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,"Engineering, manuf. and construction",6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Law,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Social & behavioural science,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Mathematics and statistics,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,"Agriculture, forestry & fishery",2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Computing,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Not stated,82
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Humanities and arts,142
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Business & administration,201
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Education,281
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Science,65
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Health,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,"Engineering, manuf. and construction",14
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Law,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Social & behavioural science,13
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Mathematics and statistics,32
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,"Agriculture, forestry & fishery",6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Computing,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Journalism and information,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Others,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Not stated,276
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Humanities and arts,142
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Business & administration,145
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Education,231
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Science,43
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Health,22
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,"Engineering, manuf. and construction",13
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Law,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Social & behavioural science,15
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Mathematics and statistics,31
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,"Agriculture, forestry & fishery",6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Computing,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Journalism and information,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Not stated,145
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Humanities and arts,123
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Business & administration,89
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Education,208
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Science,32
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Health,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,"Engineering, manuf. and construction",4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Law,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Social & behavioural science,26
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Mathematics and statistics,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,"Agriculture, forestry & fishery",3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Computing,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Journalism and information,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Not stated,98
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Humanities and arts,93
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Business & administration,59
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Education,190
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Science,19
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Health,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,"Engineering, manuf. and construction",1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Law,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Social & behavioural science,14
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Mathematics and statistics,15
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,"Agriculture, forestry & fishery",4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Not stated,103
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Humanities and arts,134
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Business & administration,70
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Education,168
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Science,21
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Health,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,"Engineering, manuf. and construction",4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Law,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Social & behavioural science,19
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Mathematics and statistics,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,"Agriculture, forestry & fishery",6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Journalism and information,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Not stated,68
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Humanities and arts,106
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Business & administration,40
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Education,105
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Science,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Health,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,"Engineering, manuf. and construction",10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Law,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Social & behavioural science,19
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Mathematics and statistics,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,"Agriculture, forestry & fishery",10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Computing,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Not stated,70
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Humanities and arts,55
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Business & administration,16
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Education,68
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Science,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Health,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,"Engineering, manuf. and construction",8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Law,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Social & behavioural science,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Mathematics and statistics,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,"Agriculture, forestry & fishery",18
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Computing,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Journalism and information,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Not stated,42
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Humanities and arts,46
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Business & administration,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Education,40
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Science,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Health,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,"Engineering, manuf. and construction",2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Law,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Social & behavioural science,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Mathematics and statistics,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,"Agriculture, forestry & fishery",4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Not stated,24
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Humanities and arts,14
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Business & administration,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Education,24
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Science,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Health,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,"Engineering, manuf. and construction",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Law,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Social & behavioural science,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Mathematics and statistics,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,"Agriculture, forestry & fishery",4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Not stated,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Humanities and arts,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Business & administration,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Education,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Science,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Health,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,"Engineering, manuf. and construction",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Law,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Social & behavioural science,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Mathematics and statistics,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,"Agriculture, forestry & fishery",1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Not stated,14
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Humanities and arts,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Business & administration,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Education,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Science,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Health,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,"Engineering, manuf. and construction",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Law,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Social & behavioural science,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Mathematics and statistics,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,"Agriculture, forestry & fishery",2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Not stated,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Humanities and arts,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Business & administration,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Education,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Science,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Health,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,"Engineering, manuf. and construction",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Law,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Social & behavioural science,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Mathematics and statistics,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,"Agriculture, forestry & fishery",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Not stated,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Humanities and arts,42
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Business & administration,69
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Education,140
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Science,16
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Health,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,"Engineering, manuf. and construction",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Law,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Social & behavioural science,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Mathematics and statistics,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,"Agriculture, forestry & fishery",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Computing,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Journalism and information,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Not stated,112
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Humanities and arts,232
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Business & administration,166
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Education,688
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Science,27
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Health,42
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,"Engineering, manuf. and construction",4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Law,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Social & behavioural science,29
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Mathematics and statistics,23
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,"Agriculture, forestry & fishery",9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Computing,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Journalism and information,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Not stated,374
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Humanities and arts,132
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Business & administration,71
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Education,367
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Science,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Health,15
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,"Engineering, manuf. and construction",1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Law,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Social & behavioural science,24
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Mathematics and statistics,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,"Agriculture, forestry & fishery",3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,25-29 Yrs,Female,Not stated,167
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Humanities and arts,64
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Business & administration,21
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Education,154
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Science,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Health,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,"Engineering, manuf. and construction",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Law,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Social & behavioural science,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Mathematics and statistics,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,"Agriculture, forestry & fishery",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,30-34 Yrs,Female,Not stated,76
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Humanities and arts,39
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Business & administration,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Education,81
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Science,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Health,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,"Engineering, manuf. and construction",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Law,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Social & behavioural science,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Mathematics and statistics,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,"Agriculture, forestry & fishery",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Journalism and information,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Others,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,35-39 Yrs,Female,Not stated,33
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Humanities and arts,26
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Business & administration,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Education,54
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Science,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Health,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,"Engineering, manuf. and construction",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Law,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Social & behavioural science,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Mathematics and statistics,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,"Agriculture, forestry & fishery",0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Computing,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Journalism and information,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,40-44 Yrs,Female,Others,0
