District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-group,Value
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Male,40 – 44 Years,49
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Male,45 – 49 Years,27
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Male,50 + Years,11
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,Below 10 years,608
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,10 – 14 Years,6264
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,15 – 19 Years,23301
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,20 – 24 Years,5979
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,25 – 29 Years,630
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,30 –34 Years,145
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,35-39 Years,41
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,40 – 44 Years,15
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,45 – 49 Years,3
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  Female,50 + Years,4
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,Below 10 years,494
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,10 – 14 Years,3980
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,15 – 19 Years,29064
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,20 – 24 Years,29305
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,25 – 29 Years,9505
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,30 –34 Years,2298
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,35-39 Years,586
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,40 – 44 Years,214
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,45 – 49 Years,59
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Male,50 + Years,51
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,Below 10 years,2575
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,10 – 14 Years,15652
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,15 – 19 Years,55983
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,20 – 24 Years,20125
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,25 – 29 Years,2697
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,30 –34 Years,644
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,35-39 Years,176
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,40 – 44 Years,63
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,45 – 49 Years,18
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  Female,50 + Years,34
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,Below 10 years,101
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,10 – 14 Years,1003
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,15 – 19 Years,9651
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,20 – 24 Years,14604
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,25 – 29 Years,7451
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,30 –34 Years,2287
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,35-39 Years,651
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,40 – 44 Years,238
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,45 – 49 Years,83
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Male,50 + Years,43
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,Below 10 years,369
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,10 – 14 Years,3849
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,15 – 19 Years,23189
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,20 – 24 Years,15139
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,25 – 29 Years,3713
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,30 –34 Years,953
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,35-39 Years,291
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,40 – 44 Years,96
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,45 – 49 Years,37
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  Female,50 + Years,13
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,Below 10 years,636
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,10 – 14 Years,11393
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,15 – 19 Years,76933
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,20 – 24 Years,63780
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,25 – 29 Years,15241
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,30 –34 Years,2655
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,35-39 Years,511
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,40 – 44 Years,208
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,45 – 49 Years,65
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Male,50 + Years,101
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,Below 10 years,3260
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,10 – 14 Years,44091
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,15 – 19 Years,136301
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,20 – 24 Years,26414
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,25 – 29 Years,2662
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,30 –34 Years,450
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,35-39 Years,157
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,40 – 44 Years,87
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,45 – 49 Years,52
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,  Female,50 + Years,91
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,Below 10 years,199
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,10 – 14 Years,1551
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,15 – 19 Years,14007
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,20 – 24 Years,17402
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,25 – 29 Years,5721
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,30 –34 Years,1542
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,35-39 Years,425
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,40 – 44 Years,158
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,45 – 49 Years,46
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Male,50 + Years,28
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,Below 10 years,779
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,10 – 14 Years,5962
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,15 – 19 Years,29869
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,20 – 24 Years,14061
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,25 – 29 Years,2385
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,30 –34 Years,616
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,35-39 Years,204
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,40 – 44 Years,71
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,45 – 49 Years,24
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,  Female,50 + Years,20
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,Below 10 years,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,10 – 14 Years,141
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,15 – 19 Years,3211
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,20 – 24 Years,3654
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,25 – 29 Years,1283
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,30 –34 Years,250
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,35-39 Years,83
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,40 – 44 Years,16
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,45 – 49 Years,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,50 + Years,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,Below 10 years,16
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,10 – 14 Years,562
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,15 – 19 Years,4751
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,20 – 24 Years,2725
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,25 – 29 Years,633
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,30 –34 Years,145
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,35-39 Years,40
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,40 – 44 Years,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,45 – 49 Years,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,50 + Years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,Below 10 years,47
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,10 – 14 Years,1424
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,15 – 19 Years,15286
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,20 – 24 Years,15649
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,25 – 29 Years,4415
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,30 –34 Years,874
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,35-39 Years,226
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,40 – 44 Years,100
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,45 – 49 Years,20
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Male,50 + Years,6
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,Below 10 years,1003
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,10 – 14 Years,11878
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,15 – 19 Years,35433
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,20 – 24 Years,8937
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,25 – 29 Years,817
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,30 –34 Years,153
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,35-39 Years,44
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,40 – 44 Years,19
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,45 – 49 Years,4
Doti,Seti,Hill,Far-Western,2068/69,2011/12,  Female,50 + Years,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,Below 10 years,490
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,10 – 14 Years,2703
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,15 – 19 Years,18583
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,20 – 24 Years,23289
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,25 – 29 Years,9307
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,30 –34 Years,2213
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,35-39 Years,690
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,40 – 44 Years,219
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,45 – 49 Years,69
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Male,50 + Years,51
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,Below 10 years,2909
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,10 – 14 Years,12216
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,15 – 19 Years,47700
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,20 – 24 Years,19220
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,25 – 29 Years,3554
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,30 –34 Years,777
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,35-39 Years,246
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,40 – 44 Years,81
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,45 – 49 Years,36
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,  Female,50 + Years,19
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,Below 10 years,248
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,10 – 14 Years,2380
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,15 – 19 Years,15523
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,20 – 24 Years,20619
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,25 – 29 Years,8376
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,30 –34 Years,1825
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,35-39 Years,505
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,40 – 44 Years,158
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,45 – 49 Years,61
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Male,50 + Years,46
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,Below 10 years,2712
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,10 – 14 Years,14484
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,15 – 19 Years,54772
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,20 – 24 Years,14560
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,25 – 29 Years,1822
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,30 –34 Years,387
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,35-39 Years,133
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,40 – 44 Years,55
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,45 – 49 Years,26
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,  Female,50 + Years,11
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,Below 10 years,15
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,10 – 14 Years,325
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,15 – 19 Years,3973
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,20 – 24 Years,5130
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,25 – 29 Years,2015
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,30 –34 Years,533
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,35-39 Years,130
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,40 – 44 Years,44
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,45 – 49 Years,11
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,50 + Years,6
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,Below 10 years,13
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,10 – 14 Years,1171
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,15 – 19 Years,7331
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,20 – 24 Years,3176
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,25 – 29 Years,630
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,30 –34 Years,142
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,35-39 Years,44
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,40 – 44 Years,13
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,45 – 49 Years,5
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,50 + Years,2
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,Below 10 years,305
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,10 – 14 Years,1726
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,15 – 19 Years,14996
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,20 – 24 Years,27482
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,25 – 29 Years,15757
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,30 –34 Years,5148
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,35-39 Years,1587
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,40 – 44 Years,449
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,45 – 49 Years,147
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Male,50 + Years,100
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,Below 10 years,843
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,10 – 14 Years,6375
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,15 – 19 Years,38173
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,20 – 24 Years,25697
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,25 – 29 Years,6710
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,30 –34 Years,1662
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,35-39 Years,563
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,40 – 44 Years,181
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,45 – 49 Years,53
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,  Female,50 + Years,36
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,Below 10 years,34
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,10 – 14 Years,983
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,15 – 19 Years,17471
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,20 – 24 Years,13296
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,25 – 29 Years,3468
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,30 –34 Years,778
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,35-39 Years,248
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,40 – 44 Years,80
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,45 – 49 Years,40
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,50 + Years,17
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,Below 10 years,131
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,10 – 14 Years,4685
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,15 – 19 Years,26558
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,20 – 24 Years,7061
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,25 – 29 Years,1126
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,30 –34 Years,217
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,35-39 Years,85
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,40 – 44 Years,29
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,45 – 49 Years,19
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,50 + Years,6
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,Below 10 years,1049
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,10 – 14 Years,5964
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,15 – 19 Years,40223
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,20 – 24 Years,72279
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,25 – 29 Years,45236
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,30 –34 Years,14822
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,35-39 Years,3563
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,40 – 44 Years,952
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,45 – 49 Years,289
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Male,50 + Years,185
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,Below 10 years,4763
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,10 – 14 Years,29766
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,15 – 19 Years,121562
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,20 – 24 Years,69169
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,25 – 29 Years,15153
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,30 –34 Years,3012
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,35-39 Years,848
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,40 – 44 Years,251
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,45 – 49 Years,91
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,  Female,50 + Years,51
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,Below 10 years,46
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,10 – 14 Years,1180
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,15 – 19 Years,12649
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,20 – 24 Years,8576
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,25 – 29 Years,2387
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,30 –34 Years,474
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,35-39 Years,108
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,40 – 44 Years,35
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,45 – 49 Years,15
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,50 + Years,11
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,Below 10 years,223
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,10 – 14 Years,4383
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,15 – 19 Years,17942
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,20 – 24 Years,4046
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,25 – 29 Years,555
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,30 –34 Years,114
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,35-39 Years,23
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,40 – 44 Years,15
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,45 – 49 Years,8
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,50 + Years,0
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,Below 10 years,416
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,10 – 14 Years,8414
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,15 – 19 Years,76575
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,20 – 24 Years,60879
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,25 – 29 Years,17932
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,30 –34 Years,3678
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,35-39 Years,868
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,40 – 44 Years,274
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,45 – 49 Years,85
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Male,50 + Years,46
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,Below 10 years,2939
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,10 – 14 Years,36894
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,15 – 19 Years,130083
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,20 – 24 Years,35389
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,25 – 29 Years,4357
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,30 –34 Years,741
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,35-39 Years,217
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,40 – 44 Years,81
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,45 – 49 Years,31
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,  Female,50 + Years,16
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,Below 10 years,56
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,10 – 14 Years,952
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,15 – 19 Years,11024
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,20 – 24 Years,12067
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,25 – 29 Years,3482
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,30 –34 Years,763
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,35-39 Years,236
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,40 – 44 Years,80
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,45 – 49 Years,27
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Male,50 + Years,15
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,Below 10 years,203
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,10 – 14 Years,3921
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,15 – 19 Years,19531
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,20 – 24 Years,6791
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,25 – 29 Years,1028
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,30 –34 Years,225
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Female,35-39 Years,70
