District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Value
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,1
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,1
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,1
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,4
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,117
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,2
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,16
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,3
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,84
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,12
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,60+ Years,Total foreign born population,10
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,60+ Years,6 – 10 years,8
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,60+ Years,More than 10 years,2
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,More than 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,136
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,18
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,73
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,27
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,2
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,16
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,105
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,3
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,14
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,32
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,43
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,12
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,2
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,More than 10 years,2
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,80
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,25
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,36
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,17
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,3
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,145
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,22
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,26
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,22
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,69
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,5
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,108
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,22
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,50
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,27
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,261
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,22
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,61
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,30
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,112
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,36
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,1
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60+ Years,More than 10 years,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,108
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,43
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,16
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,34
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,272
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,67
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,17
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,149
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,31
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,43
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60+ Years,More than 10 years,43
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,377
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,41
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,163
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,41
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,74
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,57
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,370
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,48
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,72
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,199
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,35
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,25
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,More than 10 years,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,9
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,441
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,25
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,228
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,114
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,58
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,768
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,113
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,105
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,486
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,49
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,More than 10 years,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,9
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,3
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,1
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,3
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,More than 10 years,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,1
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,1
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,141
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,71
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,43
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,645
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,17
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,144
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,106
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,364
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Total foreign born population,85
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,6 – 10 years,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,More than 10 years,77
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,150
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,68
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,25
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,16
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,32
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,1583
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,33
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,351
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,224
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,847
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,129
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Total foreign born population,155
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,1 – 5 years,1
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,6 – 10 years,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,More than 10 years,140
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Length of stay not stated,3
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,25
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,25
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,6 – 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,More than 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Length of stay not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Total foreign born population,15
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Less than 1 year,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,1 – 5 years,15
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,6 – 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,More than 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Length of stay not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Total foreign born population,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Less than 1 year,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,1 – 5 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,6 – 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,More than 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Length of stay not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Total foreign born population,24
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Less than 1 year,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,1 – 5 years,24
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,6 – 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,More than 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Length of stay not stated,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Total foreign born population,33
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Less than 1 year,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,1 – 5 years,9
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,6 – 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,More than 10 years,16
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Length of stay not stated,8
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Total foreign born population,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Less than 1 year,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,1 – 5 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,6 – 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,More than 10 years,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Length of stay not stated,0
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Total foreign born population,1505
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Less than 1 year,180
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,1 – 5 years,745
