District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Occupation,Gender,Status of employment,Value
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Own account holder,506
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Unpaid family worker,51
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Not stated,175
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Male,Employer,409
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Male,Employee,18378
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Male,Own account holder,2717
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,194
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Male,Not stated,1594
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Male,Employer,292
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Male,Employee,5748
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Male,Own account holder,1046
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Male,Unpaid family worker,76
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Male,Not stated,2362
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Armed Forces,Female,Employer,0
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Armed Forces,Female,Employee,9
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Armed Forces,Female,Own account holder,9
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Armed Forces,Female,Not stated,0
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Managers,Female,Employer,27
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Managers,Female,Employee,26
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Managers,Female,Own account holder,131
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Managers,Female,Unpaid family worker,0
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Managers,Female,Not stated,16
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Professionals,Female,Employer,41
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Professionals,Female,Employee,1080
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Professionals,Female,Own account holder,113
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Professionals,Female,Unpaid family worker,25
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Professionals,Female,Not stated,107
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,24
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,246
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,51
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,8
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,16
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Office assistance,Female,Employer,8
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Office assistance,Female,Employee,192
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Office assistance,Female,Own account holder,25
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Office assistance,Female,Unpaid family worker,16
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Office assistance,Female,Not stated,56
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Service & sale workers,Female,Employer,73
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Service & sale workers,Female,Employee,280
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Service & sale workers,Female,Own account holder,2511
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,106
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Service & sale workers,Female,Not stated,191
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,1884
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,2637
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,31948
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,638
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,2609
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Craft and related trades workers,Female,Employer,67
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Craft and related trades workers,Female,Employee,476
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,922
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,72
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Craft and related trades workers,Female,Not stated,98
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,9
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,74
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,108
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,24
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,33
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Female,Employer,125
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Female,Employee,6505
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Female,Own account holder,1557
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,115
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Elementary Occupations,Female,Not stated,410
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Female,Employer,48
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Female,Employee,1146
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Female,Own account holder,535
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Female,Unpaid family worker,41
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Not Stated,Female,Not stated,817
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Male,Employer,8
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Male,Employee,53
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Male,Own account holder,8
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Male,Not stated,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Male,Employer,31
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Male,Employee,139
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Male,Own account holder,299
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Male,Unpaid family worker,1
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Male,Not stated,15
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Male,Employer,24
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Male,Employee,1872
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Male,Own account holder,90
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Male,Unpaid family worker,16
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Male,Not stated,16
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,61
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,665
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,71
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,13
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Male,Employer,2
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Male,Employee,501
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Male,Own account holder,19
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Male,Unpaid family worker,8
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Male,Not stated,3
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Male,Employer,59
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Male,Employee,586
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Male,Own account holder,1265
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Male,Unpaid family worker,16
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Male,Not stated,57
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employer,376
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employee,961
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Own account holder,25380
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Unpaid family worker,274
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Not stated,318
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Male,Employer,46
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Male,Employee,2556
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Male,Own account holder,683
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Male,Unpaid family worker,5
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Male,Not stated,69
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employer,19
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employee,619
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Own account holder,78
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Unpaid family worker,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Male,Not stated,19
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Male,Employer,37
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Male,Employee,1960
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Male,Own account holder,305
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,3
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Male,Not stated,40
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Male,Employer,11
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Male,Employee,235
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Male,Own account holder,88
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Male,Unpaid family worker,25
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Male,Not stated,80
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Female,Employer,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Female,Employee,8
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Female,Own account holder,1
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Armed Forces,Female,Not stated,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Female,Employer,12
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Female,Employee,88
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Female,Own account holder,367
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Female,Unpaid family worker,18
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Managers,Female,Not stated,41
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Female,Employer,11
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Female,Employee,916
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Female,Own account holder,18
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Female,Unpaid family worker,1
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Professionals,Female,Not stated,20
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,4
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,186
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,14
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,1
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,8
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Female,Employer,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Female,Employee,112
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Female,Own account holder,9
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Female,Unpaid family worker,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Office assistance,Female,Not stated,3
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Female,Employer,2
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Female,Employee,74
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Female,Own account holder,893
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,39
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Service & sale workers,Female,Not stated,18
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,495
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,885
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,39283
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,727
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,849
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Female,Employer,10
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Female,Employee,191
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,230
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,22
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Craft and related trades workers,Female,Not stated,4
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,34
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,25
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Female,Employer,9
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Female,Employee,649
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Female,Own account holder,398
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,37
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Elementary Occupations,Female,Not stated,12
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Female,Employer,9
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Female,Employee,38
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Female,Own account holder,97
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Female,Unpaid family worker,0
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Stated,Female,Not stated,60
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Male,Employer,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Male,Employee,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Male,Own account holder,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Male,Not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Male,Employer,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Male,Employee,46
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Male,Own account holder,45
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Male,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Male,Not stated,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Male,Employer,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Male,Employee,486
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Male,Own account holder,10
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Male,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Male,Not stated,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,10
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,200
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Male,Employer,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Male,Employee,248
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Male,Own account holder,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Male,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Male,Not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Employer,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Employee,93
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Own account holder,467
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Unpaid family worker,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Male,Not stated,22
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employer,66
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employee,145
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Own account holder,5538
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Unpaid family worker,91
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Not stated,80
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Employer,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Employee,346
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Own account holder,84
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Male,Not stated,33
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employer,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employee,17
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Own account holder,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Employer,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Employee,103
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Own account holder,120
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Elementary Occupations,Male,Not stated,14
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Not Stated,Male,Employer,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Not Stated,Male,Employee,16
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Not Stated,Male,Own account holder,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Not Stated,Male,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Not Stated,Male,Not stated,11
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Female,Employer,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Female,Employee,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Female,Own account holder,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Armed Forces,Female,Not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Female,Employer,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Female,Employee,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Female,Own account holder,54
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Female,Unpaid family worker,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Managers,Female,Not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Female,Employer,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Female,Employee,131
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Female,Own account holder,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Female,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Professionals,Female,Not stated,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,43
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Female,Employer,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Female,Employee,62
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Female,Own account holder,4
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Female,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Office assistance,Female,Not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Employer,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Employee,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Own account holder,303
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,2
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Service & sale workers,Female,Not stated,15
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,51
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,136
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,7448
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,212
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,189
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Employer,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Employee,10
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,67
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Craft and related trades workers,Female,Not stated,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,0
